,AdfgStreamCode,StreamName,SurveyDate,Comments,BeginLatitude,BeginLongitude,BeginComments,EndLatitude,EndLongitude,EndComments,ExtentLatitude,ExtentLongitude,ExtentComments,DistanceMeters,SpeciesCode,CommonName,AliveCount,DeadCount,PreviouslySampledCount,TotalCount,NumberofSpecimens,NumberStrays,PercentStrays,numReadOK,numMarked,numUnMarked,Year
302,107-40-10490,Harding River,8/21/14,heli-fishing,56.21471195,-131.6389566,,56.25176349,-131.6543657,,NA,NA,,4234.774452,450,Chum Salmon,NA,88,NA,NA,88,7,8.14,86,7,79,2014
303,109-44-10370,Saginaw Bay S Head,8/22/13,,56.84358205,-134.119377,,56.83357658,-134.1088274,,NA,NA,,1286.854401,450,Chum Salmon,12,87,NA,12,87,1,1.16,86,1,85,2013
304,109-44-10370,Saginaw Bay S Head,8/30/15,"Left the Bear at 0800 and got dropped off at the logging road to hike in to the creek.  We hiked to the highest point that chum had been observed on our last visit and started the survey as we headed downstream.  Do to heavy rain throughout the morning the creek flooded to an unsafe level by the time we came down from the second braid.  Up until that point we had seen 17 live chum and 4 dead, but we were unable to complete the live/dead for the entire survey area.  We bushwhacked most of the way down the creek and hiked back on the logging road rather than trying to finish hiking out to the mouth of the creek.  The creek was murky and higher at the beginning of the day, moving to very high and terrible visibility by afternoon.  High tide was 1448 of 18.2' (Petersburg).",56.82772542,-134.1009458,,56.83801836,-134.1137587,,NA,NA,,1387.630481,450,Chum Salmon,NA,4,NA,NA,4,1,25,4,1,3,2015
305,109-62-10240,Petrof Bay W Head,8/23/13,,56.36443185,-134.0655948,,56.35989627,-134.0678124,,NA,NA,,523.3002653,450,Chum Salmon,32,NA,NA,32,384,0,0,380,0,380,2013
306,110-23-10100,Johnston Creek,8/20/13,,57.5066255,-134.1032387,,57.51534248,-134.1452566,,NA,NA,,2699.054798,450,Chum Salmon,10,3,NA,10,3,0,0,3,0,3,2013
307,110-23-10210,East of Snug Cove,8/20/13,most samples from dead fish,57.41808902,-133.9272761,,57.4137651,-133.9418557,,57.41378316,-133.9418123,,999.7370887,450,Chum Salmon,128,148,NA,128,148,0,0,141,0,141,2013
308,110-32-10090,Chuck River,7/24/13,,57.59048266,-133.3663134,,57.5648211,-133.3432347,,NA,NA,,3173.989244,450,Chum Salmon,323,NA,NA,323,165,3,1.83,164,3,161,2013
309,110-32-10090,Chuck River,7/28/13,"begining was upper extent barrier falls on trib, lots of dead fish",57.56558834,-133.3401136,,57.57133191,-133.3513331,,NA,NA,,927.3340438,450,Chum Salmon,562,NA,NA,562,288,3,1.07,281,3,278,2013
310,111-16-10450,Swan Cove Creek,7/26/13,,57.9918955,-134.3393966,,57.98840492,-134.3564591,,NA,NA,,1081.523172,450,Chum Salmon,194,135,NA,194,135,1,0.76,131,1,130,2013
311,111-17-10100,King Salmon River,7/25/13,,58.03729989,-134.3149282,,58.05492789,-134.3539511,,NA,NA,,3027.522561,450,Chum Salmon,284,192,NA,284,192,4,2.17,184,4,180,2013
312,111-33-10100,Prospect Creek,7/28/13,,58.05951342,-133.8272243,,58.06683446,-133.8384474,,NA,NA,,1050.609777,450,Chum Salmon,NA,NA,NA,NA,47,9,19.15,47,9,38,2013
313,111-33-10100,Prospect Creek,8/4/13,,58.05961287,-133.8277149,,NA,NA,,NA,NA,,NA,450,Chum Salmon,NA,NA,NA,NA,171,39,23.64,165,39,126,2013
314,111-33-10100,Prospect Creek,8/5/13,,58.05696346,-133.8258167,,NA,NA,,NA,NA,,NA,450,Chum Salmon,600,NA,NA,600,148,46,31.51,146,46,100,2013
315,111-41-10050,Admiralty Creek,7/29/13,,58.17199925,-134.575229,,58.16342284,-134.5386771,,NA,NA,,2353.845844,450,Chum Salmon,NA,NA,NA,NA,32,4,13.33,30,4,26,2013
316,111-41-10050,Admiralty Creek,7/30/13,,58.1601615,-134.533316,,58.15984106,-134.5324679,,NA,NA,,61.36783504,450,Chum Salmon,NA,NA,NA,NA,65,4,6.35,63,4,59,2013
317,111-41-10050,Admiralty Creek,8/6/13,,58.17360204,-134.5629106,,58.17602678,-134.5622043,,NA,NA,,273.2474173,450,Chum Salmon,NA,NA,NA,NA,35,1,2.86,35,1,34,2013
318,111-41-10050,Admiralty Creek,8/8/13,,58.16976582,-134.5494534,,58.17345632,-134.5532625,,NA,NA,,468.1992534,450,Chum Salmon,NA,NA,NA,NA,48,1,2.08,48,1,47,2013
319,111-50-10690,Fish Creek,8/1/13,,58.33053133,-134.5954043,,58.32862958,-134.5773882,,NA,NA,,1076.581519,450,Chum Salmon,NA,NA,NA,NA,192,143,74.48,192,143,49,2013
320,111-50-10690,Fish Creek,8/2/13,,58.32778651,-134.5730982,,58.33016226,-134.5916762,,NA,NA,,1120.177787,450,Chum Salmon,NA,NA,NA,NA,168,115,69.28,166,115,51,2013
321,111-50-10690,Fish Creek,8/2/14,"ped1 and ped2 crews today, both started at footbridge and ped1 went down ped2 went up.stream flow decreased and visibility increased after 3 days without rain. lots of spawned out live and dead fish present",58.33054795,-134.5942138,,58.32897076,-134.5854361,,NA,NA,,543.4445778,450,Chum Salmon,NA,NA,NA,NA,226,137,63.72,215,137,78,2014
322,112-21-10060,Ralphs Creek,7/20/13,"1b-one broken2b-two broken1m-one missing2m-two missingsurvey conducted over two days, 7/20 and 7/21",57.33314088,-135.0074573,,57.32583562,-135.0265828,,NA,NA,,1410.318721,450,Chum Salmon,210,NA,NA,210,240,2,0.88,227,2,225,2013
323,112-21-10060,Ralphs Creek,7/22/14,Walked up creek through steep canyon which opened up to a flat river. The population of fish above the canyon were more spawned out than the fresher fish before and in the canyon. We gathered many carcasses from log dams where they'd been washed to and trapped.,57.33289627,-135.0084393,,57.31998698,-135.0271311,,NA,NA,,1826.103936,450,Chum Salmon,511,288,NA,511,288,1,0.36,281,1,280,2014
324,112-42-10250,Kadashan River,8/12/13,,57.71977995,-135.2207115,,57.68440666,-135.2134114,,NA,NA,,3963.577873,450,Chum Salmon,NA,36,NA,NA,36,0,0,36,0,36,2013
325,112-42-10250,Kadashan River,8/19/13,,57.72113058,-135.2243293,,57.69432448,-135.2184868,,NA,NA,,3005.710122,450,Chum Salmon,NA,12,NA,NA,12,0,0,11,0,11,2013
326,112-42-10250,Kadashan River,8/20/13,,57.71867014,-135.2236487,,57.69047335,-135.2132274,,NA,NA,,3201.217429,450,Chum Salmon,40,9,NA,40,9,0,0,9,0,9,2013
327,112-42-10250,Kadashan River,8/13/14,"Moderately high water, slow going. Water dark tho not turbid, impossible to see in pools.  Pinks spawning enthusiastically in upper range of tide.   Saw 15 or 16 live chum below fork. In east fork pinks spread out and spawning, one live chum seen.  EVidence of significant flood. The few chum carcasses found very rotten, plastered against log jams.",57.73249603,-135.2137796,,57.68469304,-135.2133702,,NA,NA,,5323.994169,450,Chum Salmon,17,6,NA,17,6,1,16.67,6,1,5,2014
328,112-46-10070,Seal Bay Head,8/6/14,"Chum spawning and dying in usual prime area, carcasses washing downstream.  Lots of pinks in tide and lower pools, some pinks spawning.  Went very short distance up east fork.  ",57.824464,-135.5755799,,57.82138117,-135.5995239,,NA,NA,,1463.695356,450,Chum Salmon,NA,151,NA,NA,151,2,1.36,147,2,145,2014
329,112-46-10070,Seal Bay Head,8/18/14,"Water still high, evidence of major flood since last trip.  More big changes at mouth and bars swept clean.  Found chum carcasses in old channels,  still some chum spawning there too saw perhaps 50 to 75. Lots of fish and redds in channel that was dry on our first trip, still about a thousand pink probably doomed as wster goes down.  Water too high to cross safely at fork, no carcasses of either species in more confined channel above the braided  Too deep and dark to see live fish. ",57.82478438,-135.5762194,,57.82312755,-135.598996,,NA,NA,,1365.973215,450,Chum Salmon,75,38,NA,75,38,2,5.26,38,2,36,2014
330,112-50-10300,Freshwater Creek,8/6/13,,57.94550758,-135.2093771,,57.93307689,-135.2432912,,NA,NA,,2439.711816,450,Chum Salmon,75,83,NA,75,83,2,2.5,80,2,78,2013
331,112-50-10300,Freshwater Creek,8/15/13,,57.94263059,-135.2144904,,57.9363707,-135.2378636,,NA,NA,,1550.098863,450,Chum Salmon,25,89,NA,25,89,1,1.12,89,1,88,2013
332,112-50-10300,Freshwater Creek,8/15/14,"high water. attempted survey anyway, found two samples quickly then nothing. observed post spawn pinks being washed out as well as carcasses. Observed 12 live chum, most fresh. Water to high/dark for accurate live count. ",57.93428024,-135.2480659,,57.93583135,-135.2329856,,NA,NA,,909.9023126,450,Chum Salmon,NA,2,NA,NA,2,0,0,2,0,2,2014
333,112-80-10280,Chaik Bay Creek,8/22/15,"No Live/Dead count conducted due to high water and low visibility.Left the Bear at 0800, and got dropped off in the grassflats to hike up the stream.  We surveyed on the way down, but only made it a short distance past the treeline due to high water and low visibility.  Live and healthy chums were seen in the creek for the area that we processed.  On the way out we collected carcasses in the intertidal zone, which is not reflected in the Beginining point of the survey.  Rain, heavy at times.  Got picked up at 1100.  High tide was at 0644 of 11.2' (Petersburg).",57.31010916,-134.4544023,,57.30232316,-134.4401244,,NA,NA,,1221.643917,450,Chum Salmon,NA,NA,NA,NA,36,2,5.88,34,2,32,2015
334,113-54-10070,Rodman Creek,8/18/15,"Left the Bear at 0800 to check out the creek despite heavy rains overnight and all morning.  We hiked the tide flat and grass banks of the creek in search of carcasses to process.  There were very few spots that we were able to cross the creek safely, and there was zero visibility.  The water was incredibly turbid.  No live/dead count was conducted.  Headed back to the boat at 0900.  Weather was rainy heavy at times during the survey.  Hight tide was at 1556 of 9.2' (Sitka).  ",57.44466749,-135.3961276,,57.43350795,-135.3982502,,NA,NA,,1249.33181,450,Chum Salmon,NA,NA,NA,NA,5,0,0,5,0,5,2015
335,113-73-10030,Ford Arm Creek,8/26/14,"Started survey where we ended the 8/24 survey. Many carcasses, chum, pink, unprecedented number of coho. Collected fish to withing sight of the weir.",57.58316494,-135.92119,,57.58091715,-135.8962713,,NA,NA,,1511.516598,450,Chum Salmon,NA,NA,NA,NA,192,2,1.04,192,2,190,2014
336,114-31-10130,Game Creek,8/15/14,Lucas Clark otolith collection.  Collected throughout August 2014.,57.95323,-135.29306,,57.98675,-135.47467,,NA,NA,,11378.03095,450,Chum Salmon,NA,23,NA,NA,23,0,0,20,0,20,2014
337,114-31-10130,Game Creek,8/17/14,"short section of trib on 8 16 14 (Tablet would not let us make two different surveys for the same day on one stream, so we artificially dated this survey for the day prior) . mouth at game creek up to bridge UPDATE: Jacob moved survey to 8-17-14 per Ben due to conflict",57.99758805,-135.4809534,,57.9965585,-135.478872,,NA,NA,,168.2261087,450,Chum Salmon,NA,1,NA,NA,1,0,0,1,0,1,2014
338,114-31-10130,Game Creek,8/23/14,"First section: started at bridge and walked down to trail. Second section:  2nd bridge to trib bridge. Third section: dropped Alaire and Derrick off on log spur roughly 1/2 way between 1st and 2nd bridge, and returned to 1st bridge. Ben and Kelly worked US while the others worked DS, meeting at PA5. All fish at PA 5 were either caught inthe adjacent pool or brought from US, Counts for this day included in 8/25 data. Waypoints for this day taken from 8/25 as well.",58.07932479,-135.4772676,,57.96650936,-135.4619825,,NA,NA,,12597.5876,450,Chum Salmon,NA,22,NA,NA,22,0,0,22,0,22,2014
339,115-20-10520,Sawmill Creek,8/9/13,ended at waterfall. Lat/lon copied from 7/23 survey so could be off,58.71917638,-134.9453331,,58.7168748,-134.9445838,,NA,NA,,260.0243325,450,Chum Salmon,NA,NA,NA,NA,233,94,42.34,222,94,128,2013
340,115-20-10520,Sawmill Creek,8/15/14,"Arrived at 1115, low tide at 1103. Walked from low tide point to just below area where channel becomes narrow and trees overhang. Flow was high, above bank-full, and zero visibility. Live/dead count  not possible. Found an unsampled chum head in grassy area near end point, otos still intact. The rain let up for a few hours last night but has been raing fairly hard all morning, probably be high flows for another day or two. ",58.71828584,-134.9456435,,58.71387318,-134.9424893,,NA,NA,,524.4106324,450,Chum Salmon,NA,1,NA,NA,1,0,0,1,0,1,2014
341,111-33-10100,Prospect Creek,7/22/17,"SURVEY QUALITY: GOOD Kit did live counts, Mary did dead counts. Sampled as we walked upstream and stopped at pride rock aka second beaver dam since no fish had been seen in a while.  high tide:13:30low tide: 6:59 weather was overcast and rainy. saw 1 brown bear. didn't find any post spawned carcasses but found one chum head. practiced snagging in afternoon, didnt keep or kill any.",58.04712857,-133.8097924,,58.06883365,-133.8383279,,58.07454644,-133.8507441,,2946.574736,450,Chum Salmon,466,1,NA,467,1,1,100,1,1,0,2017
342,111-33-10100,Prospect Creek,7/24/17,"SURVEY QUALITY: GOOD Dead counter-maryLive counter - AnnaOther ppl: Kit, dale, brianstarted at 902- low tide. ended survey at 2nd beaver dam at 1150. one carcasse found but only consisting of lower jaw. saw one brown bear in afternoon in meadow. Stream flow seemed lower than first trip.",58.04620317,-133.8086013,,58.0752831,-133.8540968,,NA,NA,,4207.550252,450,Chum Salmon,787,1,NA,788,0,NA,NA,NA,NA,NA,2017
343,111-33-10100,Prospect Creek,7/27/17,"SURVEY QUALITY: GOOD 1229 start time, 1615 end time. Anna did live count, Mary did dead count. high flows for lower half of creek. Saw injured bear while at procesing area 2. Most of our processed fish were preyed upon and missing the top half of their heads (so no brains/otaliths)",58.04743584,-133.8113704,,58.0746396,-133.8521506,,NA,NA,,3869.846656,450,Chum Salmon,1078,8,NA,1086,9,2,66.67,3,2,1,2017
344,111-33-10100,Prospect Creek,7/28/17,"SURVEY QUALITY: GOOD start time 1040, end time 1500. Started at low tide in tidal zone. Went above second beaver dam for 15 min. Higher than usual flow on the way up, due to last night's heavy rain. No bears today. ",58.04919468,-133.8114053,,58.07747827,-133.8560962,,NA,NA,,4108.883693,450,Chum Salmon,1005,6,NA,1011,6,1,16.67,6,1,5,2017
345,111-33-10100,Prospect Creek,7/31/17,"SURVEY QUALITY: GOOD high tide 812 - 11.3 ft. Llive counter: anna. Dead counter: mary.Dropped off at 830.Hhiked up to second beaver dam, surveyed and counted downstream. Scared off Harry once, 3 hrs later he showed up again resulting in throwing rocks and him growling, Eventually he did go back into the trees.",58.07505725,-133.8537698,,58.05085508,-133.8131881,,NA,NA,,3606.202936,450,Chum Salmon,1228,3,NA,1231,20,6,30,20,6,14,2017
346,111-33-10100,Prospect Creek,8/1/17,"SURVEY QUALITY: GOOD start mid tidal flat at 0930, survey and count upstream. end at first beaver dam at 1630. anna did live count and mary did dead count. low water flow, snagged most of our samples. Saw two bears both on tidal flat (maybe one twice) at beginning and end of day, no negative interactions.",58.05489562,-133.8225118,,58.07108289,-133.8427125,,NA,NA,,2161.57237,450,Chum Salmon,1049,18,NA,1067,36,9,25.71,35,9,26,2017
347,111-33-10100,Prospect Creek,8/4/17,"Start time 1045, survey end time 1800. live counts: Anna. Dead counts: Mary. Saw 5 bears today. Ended at first beaver dam. Water level was below average by at least 2.5 inches.",58.05444373,-133.8209408,,58.0706763,-133.8418678,,NA,NA,,2189.689565,450,Chum Salmon,1189,66,NA,1255,70,16,23.88,67,16,51,2017
348,111-33-10100,Prospect Creek,8/5/17,"SURVEY QUALITY: GOOD start 730 end 1320, surveyed up from tide flat to pride rock, Pushed bear up  1/4 mile before pride rock, black bear w/ cubs on way down past snagging spot. Low flows, lots of chum almost dead. Anna did live count, Mary did dead count.",58.0485239,-133.8127962,,58.07502474,-133.8534145,,NA,NA,,3802.800201,450,Chum Salmon,1300,83,NA,1383,32,10,31.25,32,10,22,2017
349,111-33-10100,Prospect Creek,8/8/17,"SURVEY QUALITY: GOOD start at 845 at tide flat, surveyed up and ended at 1820 at shady grove. Anna did live count, Mary did dead count. Four brown bears, Fired 2 separate shots at feet of 2 stubborn bears (one shot at each) below snagging bar. Low flows, lots of dead fish but still snagged/gaffed some.",58.04750503,-133.8107538,,58.06619598,-133.8330051,,NA,NA,,2461.619406,450,Chum Salmon,824,149,NA,973,140,50,35.71,140,50,90,2017
350,111-33-10100,Prospect Creek,8/9/17,"SURVEY QUALITY: GOOD start 845 at tide flat stop at 1730 at harrys slough Anna did live count  Mary did dead count. Saw 2 bears chased off, lots of dead fish but gaffed/snagged a lot too. Not many ready fish at Harrys slough. Low flows. ",58.04712894,-133.8111857,,58.06681097,-133.838123,,NA,NA,,2708.278048,450,Chum Salmon,679,194,NA,873,130,55,42.31,130,55,75,2017
351,111-33-10100,Prospect Creek,8/12/17,"SURVEY QUALITY: GOOD start 830 on tide flat.end at 1800. Saw 4 bears today, no issues. Many dead fish, Anna counted live fish. practically no gaffing. ",58.05116406,-133.8152724,,58.06027485,-133.8280787,,NA,NA,,1265.461265,450,Chum Salmon,249,363,NA,612,240,102,42.86,238,102,136,2017
